TurnsToWin,CodeLength,NumColors
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
1,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
2,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
3,4,8
