TurnsToWin,CodeLength,NumColors
2,5,9
2,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
3,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
4,5,9
